age,salary,hours_per_week,years_at_company,department,education,attrition,period
39,82974,41,16,Sales,Master,0,Jan-2023 (Baseline)
27,36463,47,13,Marketing,Master,0,Jan-2023 (Baseline)
54,66911,43,2,HR,Master,0,Jan-2023 (Baseline)
51,42401,47,14,HR,Master,1,Jan-2023 (Baseline)
52,114715,57,3,HR,PhD,0,Jan-2023 (Baseline)
29,57401,55,11,Sales,Bachelor,1,Jan-2023 (Baseline)
22,50012,39,19,Sales,Associate,0,Jan-2023 (Baseline)
56,79760,57,19,Engineering,Master,0,Jan-2023 (Baseline)
32,68264,45,17,Marketing,PhD,0,Jan-2023 (Baseline)
46,38728,51,9,Sales,PhD,1,Jan-2023 (Baseline)
56,103484,52,11,Sales,PhD,0,Jan-2023 (Baseline)
23,106121,46,6,Engineering,PhD,0,Jan-2023 (Baseline)
22,96866,45,18,Engineering,Associate,0,Jan-2023 (Baseline)
22,85508,45,9,HR,PhD,0,Jan-2023 (Baseline)
27,66230,54,15,Engineering,PhD,0,Jan-2023 (Baseline)
23,78812,43,7,Engineering,PhD,0,Jan-2023 (Baseline)
53,76889,41,14,Marketing,Bachelor,0,Jan-2023 (Baseline)
45,44878,43,4,Sales,Master,1,Jan-2023 (Baseline)
59,37363,39,14,Sales,Master,0,Jan-2023 (Baseline)
52,52792,44,0,Sales,Master,0,Jan-2023 (Baseline)
58,70890,37,2,Marketing,Master,0,Jan-2023 (Baseline)
31,44428,37,7,Sales,Master,0,Jan-2023 (Baseline)
32,39600,51,9,Marketing,PhD,1,Jan-2023 (Baseline)
54,106673,36,14,Marketing,Bachelor,0,Jan-2023 (Baseline)
31,63749,48,7,HR,Associate,0,Jan-2023 (Baseline)
24,82580,52,0,Sales,Master,0,Jan-2023 (Baseline)
47,77162,51,6,HR,PhD,0,Jan-2023 (Baseline)
52,96161,45,8,Sales,Bachelor,0,Jan-2023 (Baseline)
58,96583,39,10,Sales,Master,0,Jan-2023 (Baseline)
57,56642,56,12,HR,Bachelor,1,Jan-2023 (Baseline)
26,106311,54,4,Sales,PhD,0,Jan-2023 (Baseline)
51,63412,49,12,Engineering,Master,0,Jan-2023 (Baseline)
54,105168,36,12,Sales,Associate,0,Jan-2023 (Baseline)
48,66436,35,15,Engineering,Master,0,Jan-2023 (Baseline)
53,39989,42,10,Sales,PhD,1,Jan-2023 (Baseline)
53,98401,38,16,HR,Master,0,Jan-2023 (Baseline)
38,32714,54,4,Marketing,PhD,0,Jan-2023 (Baseline)
23,99511,39,14,Engineering,Master,0,Jan-2023 (Baseline)
39,33884,41,0,HR,Master,1,Jan-2023 (Baseline)
29,48613,57,2,Sales,Bachelor,0,Jan-2023 (Baseline)
26,84302,53,17,Engineering,Bachelor,0,Jan-2023 (Baseline)
26,114738,40,9,Engineering,Bachelor,0,Jan-2023 (Baseline)
48,66762,43,12,Engineering,Associate,0,Jan-2023 (Baseline)
41,40858,46,12,Engineering,Master,0,Jan-2023 (Baseline)
42,50961,50,13,Sales,Bachelor,0,Jan-2023 (Baseline)
50,110650,56,4,Sales,Associate,0,Jan-2023 (Baseline)
42,95406,55,3,HR,Bachelor,0,Jan-2023 (Baseline)
45,39035,57,0,Engineering,Master,1,Jan-2023 (Baseline)
25,64640,35,17,Engineering,PhD,0,Jan-2023 (Baseline)
54,53808,40,4,Engineering,Associate,1,Jan-2023 (Baseline)
39,46004,47,11,HR,PhD,0,Jan-2023 (Baseline)
27,106183,36,9,Sales,Master,0,Jan-2023 (Baseline)
52,85594,43,3,HR,Associate,0,Jan-2023 (Baseline)
49,46154,38,8,Engineering,Bachelor,0,Jan-2023 (Baseline)
24,88562,56,1,Engineering,Associate,1,Jan-2023 (Baseline)
29,67221,36,3,Marketing,Associate,0,Jan-2023 (Baseline)
22,35532,38,2,Engineering,Associate,1,Jan-2023 (Baseline)
32,70487,39,16,Engineering,Master,0,Jan-2023 (Baseline)
25,46670,38,11,Engineering,Bachelor,0,Jan-2023 (Baseline)
48,52073,48,18,Marketing,PhD,0,Jan-2023 (Baseline)
41,109109,43,8,HR,PhD,0,Jan-2023 (Baseline)
59,93922,55,4,HR,PhD,1,Jan-2023 (Baseline)
50,42068,40,12,Marketing,Associate,0,Jan-2023 (Baseline)
45,106620,47,18,Engineering,PhD,0,Jan-2023 (Baseline)
41,81687,50,10,Marketing,Master,0,Jan-2023 (Baseline)
24,108711,49,0,Engineering,Master,0,Jan-2023 (Baseline)
24,97236,53,6,HR,Bachelor,1,Jan-2023 (Baseline)
45,60538,39,18,Sales,Bachelor,0,Jan-2023 (Baseline)
22,78138,46,10,Sales,Bachelor,0,Jan-2023 (Baseline)
23,77776,53,19,Marketing,Associate,1,Jan-2023 (Baseline)
30,94794,54,10,Engineering,PhD,0,Jan-2023 (Baseline)
55,52356,49,0,Marketing,PhD,0,Jan-2023 (Baseline)
39,59977,49,17,Sales,Master,0,Jan-2023 (Baseline)
48,52031,54,15,HR,PhD,0,Jan-2023 (Baseline)
37,56652,49,14,Marketing,Associate,0,Jan-2023 (Baseline)
28,44512,56,19,Engineering,Associate,1,Jan-2023 (Baseline)
36,33289,37,3,Marketing,PhD,0,Jan-2023 (Baseline)
25,114601,43,18,HR,Associate,0,Jan-2023 (Baseline)
51,36688,37,4,HR,PhD,1,Jan-2023 (Baseline)
28,109918,37,19,Engineering,Master,0,Jan-2023 (Baseline)
36,30277,45,3,HR,Associate,1,Jan-2023 (Baseline)
59,99962,40,11,HR,Master,0,Jan-2023 (Baseline)
44,59556,44,15,Sales,Master,0,Jan-2023 (Baseline)
39,76589,45,1,Engineering,Master,0,Jan-2023 (Baseline)
42,55399,49,1,Engineering,PhD,0,Jan-2023 (Baseline)
51,74154,56,16,Marketing,PhD,0,Jan-2023 (Baseline)
31,70640,54,1,Engineering,PhD,1,Jan-2023 (Baseline)
46,77677,43,12,HR,Master,0,Jan-2023 (Baseline)
55,65395,42,18,Marketing,Bachelor,0,Jan-2023 (Baseline)
43,78291,52,12,Engineering,Associate,0,Jan-2023 (Baseline)
38,104291,37,9,Engineering,Master,0,Jan-2023 (Baseline)
27,69110,47,8,HR,Associate,0,Jan-2023 (Baseline)
31,62523,44,12,Engineering,Bachelor,0,Jan-2023 (Baseline)
57,41857,39,11,HR,PhD,0,Jan-2023 (Baseline)
42,62374,49,10,HR,PhD,0,Jan-2023 (Baseline)
33,41309,42,3,HR,Associate,0,Jan-2023 (Baseline)
37,46425,39,13,Sales,Bachelor,0,Jan-2023 (Baseline)
43,115702,50,14,HR,Associate,0,Jan-2023 (Baseline)
42,38047,39,14,HR,PhD,0,Jan-2023 (Baseline)
48,73382,50,1,Engineering,PhD,0,Jan-2023 (Baseline)
31,105087,38,14,HR,PhD,0,Jan-2023 (Baseline)
46,115788,44,14,Marketing,Bachelor,0,Jan-2023 (Baseline)
38,43204,53,3,HR,Master,1,Jan-2023 (Baseline)
57,44721,40,16,Sales,Master,1,Jan-2023 (Baseline)
28,63533,52,10,Sales,Master,0,Jan-2023 (Baseline)
27,79897,51,9,Engineering,PhD,0,Jan-2023 (Baseline)
39,116382,55,14,Engineering,Master,0,Jan-2023 (Baseline)
41,48694,38,10,Engineering,Bachelor,1,Jan-2023 (Baseline)
48,44795,51,10,Marketing,Bachelor,1,Jan-2023 (Baseline)
37,52786,56,6,Engineering,Bachelor,0,Jan-2023 (Baseline)
56,108688,52,18,Marketing,Bachelor,0,Jan-2023 (Baseline)
40,32704,39,19,Engineering,PhD,0,Jan-2023 (Baseline)
26,64212,53,2,Sales,Bachelor,1,Jan-2023 (Baseline)
26,40705,37,14,Sales,Associate,1,Jan-2023 (Baseline)
58,44136,48,0,Sales,Bachelor,1,Jan-2023 (Baseline)
27,112516,46,7,Marketing,Bachelor,0,Jan-2023 (Baseline)
58,30149,47,19,Marketing,Associate,0,Jan-2023 (Baseline)
32,58937,46,3,Marketing,Master,0,Jan-2023 (Baseline)
25,112388,35,7,Engineering,Master,0,Jan-2023 (Baseline)
33,84731,46,4,Marketing,Associate,0,Jan-2023 (Baseline)
45,36457,56,14,Engineering,Associate,1,Jan-2023 (Baseline)
38,71851,45,9,Marketing,PhD,0,Jan-2023 (Baseline)
51,117385,41,11,HR,Bachelor,0,Jan-2023 (Baseline)
45,66040,57,18,Sales,PhD,0,Jan-2023 (Baseline)
37,77576,37,10,Engineering,Associate,0,Jan-2023 (Baseline)
46,77869,46,14,Engineering,Associate,0,Jan-2023 (Baseline)
58,89440,46,1,Engineering,Bachelor,0,Jan-2023 (Baseline)
37,46851,45,4,Marketing,Master,1,Jan-2023 (Baseline)
27,105571,56,18,Marketing,Master,0,Jan-2023 (Baseline)
37,118974,44,17,Marketing,Bachelor,0,Jan-2023 (Baseline)
53,42829,57,13,Engineering,PhD,0,Jan-2023 (Baseline)
30,103647,36,7,HR,Master,1,Jan-2023 (Baseline)
58,103521,51,3,Sales,Master,0,Jan-2023 (Baseline)
44,96745,48,17,HR,Bachelor,0,Jan-2023 (Baseline)
44,63378,40,15,Sales,Master,0,Jan-2023 (Baseline)
34,72188,40,4,Sales,Bachelor,0,Jan-2023 (Baseline)
56,105529,51,11,HR,Master,0,Jan-2023 (Baseline)
23,43758,49,12,Engineering,Bachelor,1,Jan-2023 (Baseline)
33,104587,49,9,Sales,Associate,0,Jan-2023 (Baseline)
37,112859,36,18,HR,Bachelor,0,Jan-2023 (Baseline)
40,91368,48,2,Engineering,PhD,0,Jan-2023 (Baseline)
40,60724,57,5,Marketing,Bachelor,0,Jan-2023 (Baseline)
27,80323,35,1,HR,Bachelor,0,Jan-2023 (Baseline)
30,34509,45,13,Marketing,Bachelor,0,Jan-2023 (Baseline)
25,113862,46,12,HR,Bachelor,0,Jan-2023 (Baseline)
43,60816,55,19,HR,Bachelor,0,Jan-2023 (Baseline)
35,35138,41,10,HR,Master,1,Jan-2023 (Baseline)
43,101501,45,3,Marketing,PhD,0,Jan-2023 (Baseline)
44,89180,51,9,HR,Bachelor,0,Jan-2023 (Baseline)
48,86043,36,1,Sales,Master,0,Jan-2023 (Baseline)
42,34868,53,13,Engineering,PhD,0,Jan-2023 (Baseline)
46,97575,53,13,HR,Bachelor,0,Jan-2023 (Baseline)
44,87358,51,17,Engineering,Master,0,Jan-2023 (Baseline)
46,101427,49,6,Engineering,Bachelor,0,Jan-2023 (Baseline)
45,104459,52,6,Engineering,Bachelor,0,Jan-2023 (Baseline)
34,49075,52,1,HR,Master,1,Jan-2023 (Baseline)
31,48957,55,8,Engineering,Associate,0,Jan-2023 (Baseline)
51,113140,44,9,HR,Associate,0,Jan-2023 (Baseline)
35,77792,45,15,Marketing,Associate,0,Jan-2023 (Baseline)
42,69419,49,15,Marketing,Master,1,Jan-2023 (Baseline)
29,55848,39,2,Sales,Bachelor,0,Jan-2023 (Baseline)
38,87511,54,5,HR,Master,0,Jan-2023 (Baseline)
42,97856,52,10,HR,Bachelor,0,Jan-2023 (Baseline)
45,30207,49,6,Sales,Bachelor,1,Jan-2023 (Baseline)
42,79737,41,0,HR,Bachelor,1,Jan-2023 (Baseline)
35,119403,42,16,Engineering,Master,0,Jan-2023 (Baseline)
58,55257,45,14,Marketing,Master,0,Jan-2023 (Baseline)
41,55280,50,10,Engineering,Bachelor,0,Jan-2023 (Baseline)
26,45458,52,5,Engineering,Master,0,Jun-2023 (Stress)
50,38278,42,15,Engineering,PhD,0,Jun-2023 (Stress)
45,82872,63,17,HR,Bachelor,1,Jun-2023 (Stress)
42,50265,49,16,HR,PhD,0,Jun-2023 (Stress)
51,29377,62,6,Engineering,Master,0,Jun-2023 (Stress)
32,45145,41,6,Marketing,Bachelor,0,Jun-2023 (Stress)
53,62572,41,5,Engineering,Master,0,Jun-2023 (Stress)
35,51038,61,13,Engineering,Bachelor,0,Jun-2023 (Stress)
56,79329,64,16,Sales,Bachelor,0,Jun-2023 (Stress)
34,46654,42,15,HR,Master,0,Jun-2023 (Stress)
36,64264,60,4,Sales,Bachelor,1,Jun-2023 (Stress)
37,80658,52,17,Sales,Master,0,Jun-2023 (Stress)
35,31440,53,4,Engineering,Associate,0,Jun-2023 (Stress)
51,44052,59,3,Sales,Bachelor,1,Jun-2023 (Stress)
30,76792,59,12,Sales,Master,0,Jun-2023 (Stress)
27,68251,61,15,HR,Master,0,Jun-2023 (Stress)
54,48143,48,13,Sales,PhD,1,Jun-2023 (Stress)
36,50570,64,2,Sales,Associate,1,Jun-2023 (Stress)
31,61621,56,14,Engineering,Bachelor,0,Jun-2023 (Stress)
50,40216,54,8,Engineering,Associate,1,Jun-2023 (Stress)
48,41226,41,13,Engineering,Bachelor,0,Jun-2023 (Stress)
49,56673,51,9,Marketing,Bachelor,0,Jun-2023 (Stress)
49,73258,55,8,Engineering,Bachelor,0,Jun-2023 (Stress)
44,73245,44,1,Marketing,Master,1,Jun-2023 (Stress)
57,48190,54,4,HR,Bachelor,0,Jun-2023 (Stress)
28,36909,52,4,Engineering,Bachelor,0,Jun-2023 (Stress)
50,42219,58,15,Sales,Master,1,Jun-2023 (Stress)
36,81891,51,6,Engineering,PhD,0,Jun-2023 (Stress)
46,58137,59,11,Engineering,Bachelor,0,Jun-2023 (Stress)
53,29911,41,3,Marketing,PhD,1,Jun-2023 (Stress)
39,59696,61,7,Sales,Bachelor,0,Jun-2023 (Stress)
57,69570,42,0,Sales,PhD,0,Jun-2023 (Stress)
30,54017,49,1,Sales,Bachelor,0,Jun-2023 (Stress)
48,71739,53,12,HR,PhD,1,Jun-2023 (Stress)
28,37665,60,4,Sales,Bachelor,1,Jun-2023 (Stress)
29,81161,58,6,Sales,Bachelor,1,Jun-2023 (Stress)
25,52208,55,3,Sales,PhD,0,Jun-2023 (Stress)
53,63323,41,6,Sales,Bachelor,0,Jun-2023 (Stress)
30,71027,60,4,Engineering,Bachelor,0,Jun-2023 (Stress)
29,60846,56,6,Engineering,Bachelor,0,Jun-2023 (Stress)
39,78102,55,6,Engineering,Associate,1,Jun-2023 (Stress)
35,42257,44,11,HR,Bachelor,0,Jun-2023 (Stress)
32,58912,60,11,Engineering,Bachelor,0,Jun-2023 (Stress)
36,78502,48,10,Sales,Master,0,Jun-2023 (Stress)
35,54385,48,6,Engineering,Bachelor,0,Jun-2023 (Stress)
37,68643,58,14,Sales,Bachelor,0,Jun-2023 (Stress)
45,61029,48,11,Engineering,Associate,0,Jun-2023 (Stress)
27,34694,56,8,HR,Master,0,Jun-2023 (Stress)
42,70636,40,13,Sales,Bachelor,0,Jun-2023 (Stress)
30,60204,50,8,HR,Master,0,Jun-2023 (Stress)
42,66925,58,15,Engineering,Master,0,Jun-2023 (Stress)
49,60458,45,11,Engineering,Master,0,Jun-2023 (Stress)
35,45019,61,1,HR,Associate,1,Jun-2023 (Stress)
26,78251,41,12,Engineering,Bachelor,0,Jun-2023 (Stress)
56,30779,45,11,Engineering,Master,1,Jun-2023 (Stress)
37,39254,55,4,Engineering,Master,0,Jun-2023 (Stress)
39,71228,41,6,Engineering,Master,1,Jun-2023 (Stress)
24,50129,50,13,Sales,Bachelor,0,Jun-2023 (Stress)
57,76639,54,14,HR,Associate,0,Jun-2023 (Stress)
39,77142,59,5,Engineering,Bachelor,1,Jun-2023 (Stress)
48,42482,56,1,Sales,Associate,1,Jun-2023 (Stress)
26,83067,50,12,HR,Associate,0,Jun-2023 (Stress)
36,51967,40,14,Engineering,Bachelor,0,Jun-2023 (Stress)
25,33776,61,10,Marketing,Master,1,Jun-2023 (Stress)
47,47449,56,13,Engineering,Associate,1,Jun-2023 (Stress)
51,74761,62,14,Sales,Bachelor,0,Jun-2023 (Stress)
35,43578,56,2,HR,Master,1,Jun-2023 (Stress)
31,33337,41,1,Engineering,PhD,0,Jun-2023 (Stress)
25,43008,54,6,Engineering,Master,0,Jun-2023 (Stress)
51,46246,47,8,Marketing,Associate,1,Jun-2023 (Stress)
55,42158,61,16,Engineering,Master,1,Jun-2023 (Stress)
33,75071,40,4,HR,PhD,0,Jun-2023 (Stress)
38,32027,64,2,Engineering,Master,0,Jun-2023 (Stress)
51,63681,45,5,Sales,PhD,0,Jun-2023 (Stress)
38,79642,42,2,HR,Bachelor,0,Jun-2023 (Stress)
39,34059,48,9,Engineering,Master,1,Jun-2023 (Stress)
52,45628,41,9,HR,Bachelor,0,Jun-2023 (Stress)
46,57829,40,9,Marketing,Master,1,Jun-2023 (Stress)
48,40414,56,2,Sales,Associate,1,Jun-2023 (Stress)
57,46747,54,2,Sales,Bachelor,1,Jun-2023 (Stress)
51,49431,53,16,HR,Master,0,Jun-2023 (Stress)
31,28268,51,10,Marketing,Associate,1,Jun-2023 (Stress)
45,71589,60,0,HR,Bachelor,0,Jun-2023 (Stress)
45,42916,58,6,Engineering,Bachelor,1,Jun-2023 (Stress)
27,42221,47,16,Marketing,Bachelor,1,Jun-2023 (Stress)
26,56541,47,14,Engineering,PhD,0,Jun-2023 (Stress)
49,41548,60,1,Sales,Associate,1,Jun-2023 (Stress)
39,51722,48,1,Engineering,PhD,0,Jun-2023 (Stress)
57,61096,64,1,Engineering,Associate,0,Jun-2023 (Stress)
29,46691,41,4,Engineering,Master,0,Jun-2023 (Stress)
46,57147,40,3,Marketing,Master,0,Jun-2023 (Stress)
50,28553,61,6,Engineering,Bachelor,1,Jun-2023 (Stress)
24,39009,45,13,Sales,Bachelor,0,Jun-2023 (Stress)
27,56404,51,7,Engineering,Master,0,Jun-2023 (Stress)
34,31303,47,13,Engineering,Bachelor,0,Jun-2023 (Stress)
39,74493,43,7,Engineering,Master,1,Jun-2023 (Stress)
33,80722,58,2,Sales,Master,1,Jun-2023 (Stress)
26,74406,51,8,Engineering,Bachelor,0,Jun-2023 (Stress)
36,48421,61,10,HR,Associate,0,Jun-2023 (Stress)
40,32893,63,17,HR,Associate,1,Jun-2023 (Stress)
32,83863,53,13,Sales,Master,0,Jun-2023 (Stress)
54,42072,44,0,Marketing,Bachelor,1,Jun-2023 (Stress)
57,70195,57,7,Engineering,Bachelor,0,Jun-2023 (Stress)
50,53233,61,17,Engineering,Associate,1,Jun-2023 (Stress)
29,73824,46,13,Sales,Master,0,Jun-2023 (Stress)
40,51632,42,7,Engineering,Associate,0,Jun-2023 (Stress)
50,30841,64,13,Engineering,Bachelor,1,Jun-2023 (Stress)
55,52032,60,9,Marketing,Associate,0,Jun-2023 (Stress)
31,66469,55,5,Sales,Bachelor,0,Jun-2023 (Stress)
40,49164,61,11,Sales,Master,0,Jun-2023 (Stress)
24,76291,56,0,Engineering,Associate,0,Jun-2023 (Stress)
32,70551,47,16,HR,Bachelor,0,Jun-2023 (Stress)
30,31451,45,16,Engineering,Master,0,Jun-2023 (Stress)
28,71045,51,0,HR,Master,0,Jun-2023 (Stress)
41,34890,44,4,Marketing,Bachelor,1,Jun-2023 (Stress)
51,65477,59,3,Marketing,Master,1,Jun-2023 (Stress)
44,45782,54,3,Sales,Bachelor,0,Jun-2023 (Stress)
29,55062,48,3,Sales,Bachelor,0,Jun-2023 (Stress)
50,51597,53,17,Engineering,Master,1,Jun-2023 (Stress)
46,69989,61,14,HR,Associate,0,Jun-2023 (Stress)
54,84469,45,0,HR,Master,0,Jun-2023 (Stress)
53,58645,57,8,Engineering,Master,1,Jun-2023 (Stress)
57,40927,43,9,Engineering,PhD,1,Jun-2023 (Stress)
32,34140,42,5,Marketing,Master,0,Jun-2023 (Stress)
41,73433,55,3,Engineering,Associate,0,Jun-2023 (Stress)
49,28951,61,2,HR,Bachelor,1,Jun-2023 (Stress)
45,77779,58,17,Sales,Master,0,Jun-2023 (Stress)
27,78648,40,7,HR,Bachelor,0,Jun-2023 (Stress)
47,75034,57,4,Marketing,Bachelor,0,Jun-2023 (Stress)
25,39223,43,9,Engineering,Bachelor,0,Jun-2023 (Stress)
55,33692,44,5,Engineering,Bachelor,0,Jun-2023 (Stress)
46,31627,53,5,Marketing,Master,1,Jun-2023 (Stress)
36,60772,64,10,Engineering,Master,0,Jun-2023 (Stress)
38,56525,60,6,Marketing,Bachelor,1,Jun-2023 (Stress)
57,44519,59,17,Marketing,Master,0,Jun-2023 (Stress)
56,84970,52,17,Marketing,Associate,0,Jun-2023 (Stress)
42,49020,42,9,HR,Master,0,Jun-2023 (Stress)
55,35983,56,11,Engineering,PhD,0,Jun-2023 (Stress)
25,58649,62,13,HR,Master,1,Jun-2023 (Stress)
49,73784,59,5,HR,PhD,1,Jun-2023 (Stress)
51,44731,41,16,Engineering,Master,0,Jun-2023 (Stress)
50,33214,45,5,Engineering,Bachelor,0,Jun-2023 (Stress)
31,28183,62,8,Marketing,Associate,0,Jun-2023 (Stress)
47,32533,46,14,HR,Bachelor,0,Jun-2023 (Stress)
29,29306,48,0,Engineering,Associate,0,Jun-2023 (Stress)
49,50177,53,5,Sales,Bachelor,0,Jun-2023 (Stress)
50,67615,51,17,Engineering,Bachelor,0,Jun-2023 (Stress)
34,68553,46,5,Engineering,Associate,0,Jun-2023 (Stress)
55,80340,56,14,Sales,Associate,1,Jun-2023 (Stress)
56,79996,51,13,Marketing,Bachelor,0,Jun-2023 (Stress)
33,84508,56,6,Marketing,Master,0,Jun-2023 (Stress)
50,28645,55,4,Engineering,Bachelor,1,Jun-2023 (Stress)
51,69086,54,2,Marketing,Bachelor,0,Jun-2023 (Stress)
52,49635,43,9,Engineering,Associate,1,Jun-2023 (Stress)
53,68387,56,6,HR,Master,1,Jun-2023 (Stress)
25,45598,53,9,Sales,Bachelor,1,Jun-2023 (Stress)
30,67748,63,12,Engineering,Master,0,Jun-2023 (Stress)
32,43076,54,2,HR,Master,1,Jun-2023 (Stress)
50,83249,59,3,Sales,Master,0,Jun-2023 (Stress)
34,32184,61,12,Engineering,Master,0,Jun-2023 (Stress)
53,70947,41,5,Sales,Master,1,Jun-2023 (Stress)
53,74585,60,17,Engineering,PhD,1,Jun-2023 (Stress)
44,63799,43,14,HR,Bachelor,1,Jun-2023 (Stress)
42,84642,53,14,Marketing,Master,1,Jun-2023 (Stress)
40,69980,60,5,Sales,PhD,0,Jun-2023 (Stress)
47,33190,55,6,HR,PhD,1,Jun-2023 (Stress)
26,45319,58,8,Marketing,Associate,1,Jun-2023 (Stress)
41,42795,60,1,Engineering,Master,1,Jun-2023 (Stress)
43,77648,40,4,Engineering,Bachelor,0,Jun-2023 (Stress)
39,74881,62,14,Engineering,Bachelor,0,Jun-2023 (Stress)
52,72401,44,0,Marketing,PhD,0,Jun-2023 (Stress)
39,29189,41,4,Sales,Bachelor,1,Jun-2023 (Stress)
33,60983,59,5,Sales,Bachelor,0,Jun-2023 (Stress)
42,80610,47,6,Engineering,Master,0,Jun-2023 (Stress)
32,51802,58,4,Engineering,Bachelor,0,Jun-2023 (Stress)
53,53454,60,0,Engineering,Master,0,Jun-2023 (Stress)
32,30993,45,0,Engineering,Bachelor,1,Jun-2023 (Stress)
52,45292,41,13,Sales,Bachelor,0,Jun-2023 (Stress)
31,41778,55,17,Engineering,Bachelor,1,Jun-2023 (Stress)
55,51500,49,10,Marketing,PhD,0,Jun-2023 (Stress)
53,48767,50,6,HR,Bachelor,0,Jun-2023 (Stress)
51,28803,63,8,Sales,Bachelor,1,Jun-2023 (Stress)
42,32238,61,10,Engineering,Associate,0,Jun-2023 (Stress)
25,48112,45,7,Sales,Bachelor,1,Jun-2023 (Stress)
46,48469,53,0,Sales,Bachelor,1,Jun-2023 (Stress)
33,49756,41,12,Engineering,PhD,0,Jun-2023 (Stress)
45,84100,51,1,Sales,Bachelor,0,Jun-2023 (Stress)
34,58229,56,2,Engineering,Bachelor,0,Jun-2023 (Stress)
51,35400,58,3,Marketing,Bachelor,0,Jun-2023 (Stress)
28,41405,53,1,Marketing,Bachelor,0,Jun-2023 (Stress)
35,83447,56,6,Sales,Bachelor,0,Jun-2023 (Stress)
56,31555,45,2,HR,Bachelor,0,Jun-2023 (Stress)
50,72872,53,12,Engineering,Master,1,Jun-2023 (Stress)
52,79589,43,12,HR,Associate,0,Jun-2023 (Stress)
28,66383,44,8,Engineering,PhD,0,Jun-2023 (Stress)
38,49008,61,0,Engineering,Bachelor,1,Jun-2023 (Stress)
31,59894,43,15,Sales,Bachelor,1,Jun-2023 (Stress)
26,43983,40,13,HR,Bachelor,1,Jun-2023 (Stress)
50,65367,49,1,Marketing,Master,0,Jun-2023 (Stress)
37,56600,58,13,Engineering,Bachelor,0,Jun-2023 (Stress)
56,43850,61,3,Engineering,PhD,1,Jun-2023 (Stress)
30,82737,44,3,Sales,PhD,0,Jun-2023 (Stress)
37,35485,47,9,Sales,Master,1,Jun-2023 (Stress)
36,75168,44,8,Marketing,Bachelor,0,Jun-2023 (Stress)
49,67342,56,1,Marketing,Associate,0,Jun-2023 (Stress)
39,53981,52,13,Sales,PhD,0,Jun-2023 (Stress)
52,75473,44,17,HR,Master,0,Jun-2023 (Stress)
57,33112,40,9,Sales,PhD,0,Jun-2023 (Stress)
31,31685,62,5,HR,Master,1,Jun-2023 (Stress)
38,31269,58,3,Sales,Bachelor,0,Jun-2023 (Stress)
32,28414,59,5,HR,Master,1,Jun-2023 (Stress)
26,79866,64,6,Marketing,Associate,1,Jun-2023 (Stress)
32,48100,44,17,Sales,Master,0,Jun-2023 (Stress)
36,52066,46,14,Marketing,Bachelor,0,Jun-2023 (Stress)
45,58832,40,6,Engineering,Master,0,Jun-2023 (Stress)
39,58094,58,7,Engineering,Bachelor,0,Jun-2023 (Stress)
32,49636,58,2,Marketing,Bachelor,1,Jun-2023 (Stress)
34,36634,52,14,Marketing,Bachelor,0,Jun-2023 (Stress)
24,35533,58,6,Sales,Bachelor,1,Jun-2023 (Stress)
27,61116,54,7,Sales,Bachelor,0,Jun-2023 (Stress)
35,39945,57,3,HR,Associate,1,Jun-2023 (Stress)
57,75231,42,6,Engineering,PhD,0,Jun-2023 (Stress)
45,76040,46,9,Sales,Bachelor,0,Jun-2023 (Stress)
26,72272,52,12,HR,Bachelor,0,Jun-2023 (Stress)
48,79706,61,13,Marketing,Associate,0,Jun-2023 (Stress)
48,82582,45,8,HR,Bachelor,0,Jun-2023 (Stress)
38,42016,63,15,Sales,Bachelor,1,Jun-2023 (Stress)
42,47516,58,15,Sales,Bachelor,1,Jun-2023 (Stress)
38,72397,52,14,Engineering,Master,0,Jun-2023 (Stress)
52,47131,62,0,Sales,Bachelor,1,Jun-2023 (Stress)
38,43890,46,11,Engineering,Master,0,Jun-2023 (Stress)
47,67407,47,16,Engineering,Master,0,Jun-2023 (Stress)
24,45432,41,10,Sales,Master,1,Jun-2023 (Stress)
26,41082,52,2,HR,Bachelor,1,Jun-2023 (Stress)
30,34881,42,5,Engineering,Associate,1,Jun-2023 (Stress)
24,44896,60,16,Marketing,Bachelor,1,Jun-2023 (Stress)
40,70855,58,14,Engineering,Bachelor,0,Jun-2023 (Stress)
26,52308,64,6,Sales,Associate,1,Jun-2023 (Stress)
45,84861,41,10,Engineering,Associate,0,Jun-2023 (Stress)
47,82008,53,6,Engineering,Bachelor,0,Jun-2023 (Stress)
55,73479,58,0,Engineering,PhD,1,Jun-2023 (Stress)
29,82200,63,3,Engineering,Bachelor,0,Jun-2023 (Stress)
50,28641,54,2,Marketing,Bachelor,1,Jun-2023 (Stress)
29,46685,55,14,Sales,Bachelor,1,Jun-2023 (Stress)
42,30234,41,4,HR,Master,1,Jun-2023 (Stress)
36,72180,44,14,Sales,Bachelor,0,Jun-2023 (Stress)
28,30461,51,13,Engineering,Master,0,Jun-2023 (Stress)
24,40341,56,9,Engineering,Bachelor,1,Jun-2023 (Stress)
28,61467,58,15,Sales,Bachelor,1,Jun-2023 (Stress)
56,65777,51,11,HR,Bachelor,0,Jun-2023 (Stress)
37,36388,43,14,Engineering,Master,0,Jun-2023 (Stress)
48,45165,45,1,Sales,Associate,1,Jun-2023 (Stress)
36,38913,58,7,Engineering,Master,0,Jun-2023 (Stress)
